index, type, weight, price
1, Shrimp, 3.1504985796317593, 4.99
2, Scallop, 0.6860656775975762, 4.99
3, Crab, 2.349742285442232, 4.99
4, Shrimp, 3.057436759614148, 4.99
5, Scallop, 3.9082981270491324, 4.99
6, Fish, 3.6854607411395697, 4.99
7, Shrimp, 1.7353325052471702, 4.99
8, Crab, 4.889586215029839, 4.99
9, Scallop, 4.942219515790003, 4.99
10, Shrimp, 2.218262179243087, 4.99
11, Shrimp, 3.3246583208936777, 4.99
12, Shrimp, 0.8727702495428086, 4.99
13, Crab, 1.064114330188665, 4.99
14, Crab, 1.1613273296906321, 4.99
15, Fish, 4.4501258440150915, 4.99
16, Scallop, 1.8089287275586068, 4.99
17, Crab, 3.336248410380441, 4.99
18, Crab, 1.9255441909747553, 4.99
19, Shrimp, 0.7143799750369738, 4.99
20, Fish, 0.062454116821499234, 4.99
21, Crab, 0.3113068842442548, 4.99
22, Shrimp, 0.3505813998313518, 4.99
23, Fish, 3.559133012293436, 4.99
24, Scallop, 4.655413019329889, 4.99
25, Shrimp, 4.742946688343285, 4.99
26, Shrimp, 1.607948169700768, 4.99
27, Fish, 0.9839453747711849, 4.99
28, Shrimp, 1.9662339298202094, 4.99
29, Crab, 1.852085666286807, 4.99
30, Crab, 0.2977767939058008, 4.99
31, Crab, 3.1238892254162263, 4.99
32, Crab, 1.3207984948773572, 4.99
33, Crab, 0.7296070595240028, 4.99
34, Crab, 0.07888606447696911, 4.99
35, Scallop, 2.5890277878306955, 4.99
36, Shrimp, 2.164238709228453, 4.99
37, Crab, 3.131181629131852, 4.99
38, Scallop, 3.9775978819336806, 4.99
39, Crab, 1.3521393765980727, 4.99
40, Crab, 1.77993214176297, 4.99
41, Fish, 4.874737973184727, 4.99
42, Scallop, 2.086200946863517, 4.99
43, Fish, 0.7722584036597631, 4.99
44, Fish, 2.8951250678255724, 4.99
45, Scallop, 3.938654237030432, 4.99
46, Fish, 0.49537325526986786, 4.99
47, Fish, 0.37995606545431226, 4.99
48, Scallop, 2.5207559699260567, 4.99
49, Crab, 1.9820892018243335, 4.99
50, Fish, 0.6230980280950813, 4.99
51, Fish, 1.5543082077742754, 4.99
52, Scallop, 2.0188993220137115, 4.99
53, Crab, 0.5287416824830673, 4.99
54, Fish, 2.71817962140829, 4.99
55, Shrimp, 3.7160703968905584, 4.99
56, Fish, 4.896810570522777, 4.99
57, Crab, 4.447614559310238, 4.99
58, Fish, 1.185259668938617, 4.99
59, Fish, 3.4054812593199855, 4.99
60, Fish, 1.0208898393840822, 4.99
61, Fish, 2.0576134365434036, 4.99
62, Crab, 3.476861551607876, 4.99
63, Scallop, 2.446523549023789, 4.99
64, Shrimp, 0.950575915170387, 4.99
65, Fish, 0.6957233399605097, 4.99
66, Scallop, 0.46137866845393566, 4.99
67, Crab, 4.77149138418965, 4.99
68, Fish, 4.366845840061028, 4.99
69, Fish, 3.62744438698857, 4.99
70, Crab, 0.19475137705122741, 4.99
71, Fish, 0.6958285255128611, 4.99
72, Scallop, 3.897776885294963, 4.99
73, Shrimp, 3.2746367241141847, 4.99
74, Shrimp, 3.811836190326905, 4.99
75, Fish, 1.1728264406234072, 4.99
76, Crab, 1.9967096055288212, 4.99
77, Crab, 2.4241036914479652, 4.99
78, Crab, 1.655897115435575, 4.99
79, Shrimp, 3.561715067884773, 4.99
80, Fish, 2.1736324995241993, 4.99
81, Scallop, 2.7444453035047522, 4.99
82, Scallop, 2.0243027553288746, 4.99
83, Scallop, 1.2906501647529194, 4.99
84, Crab, 0.9562367519963967, 4.99
85, Scallop, 2.9409366160860997, 4.99
86, Shrimp, 4.95418807177209, 4.99
87, Scallop, 0.9542372270466192, 4.99
88, Crab, 4.021939487220243, 4.99
89, Scallop, 4.705557251843506, 4.99
90, Fish, 1.8856553238998472, 4.99
91, Shrimp, 2.9235490037131915, 4.99
92, Crab, 1.7113349752575953, 4.99
93, Scallop, 3.1316154575073605, 4.99
94, Fish, 1.0949165431924255, 4.99
95, Scallop, 4.126531239771975, 4.99
96, Scallop, 1.2868535562358558, 4.99
97, Scallop, 4.139629115375014, 4.99
98, Fish, 3.506781877922472, 4.99
99, Shrimp, 1.1985996988822434, 4.99
100, Scallop, 3.35974751428197, 4.99
101, Scallop, 0.9008471228295, 4.99
102, Scallop, 4.512020275703856, 4.99
103, Scallop, 3.43384157366285, 4.99
104, Shrimp, 3.7652713713442205, 4.99
105, Scallop, 1.1297875579779417, 4.99
106, Fish, 3.550586564951593, 4.99
107, Scallop, 3.847217822136759, 4.99
108, Shrimp, 1.0885239575646433, 4.99
109, Scallop, 4.832846649945643, 4.99
110, Crab, 4.7175246041181795, 4.99
111, Crab, 4.6195708676962965, 4.99
112, Shrimp, 1.7548143455069172, 4.99
113, Crab, 1.9619831194251107, 4.99
114, Scallop, 3.8938071455191063, 4.99
115, Crab, 1.1110405580520166, 4.99
116, Scallop, 2.833603729402932, 4.99
117, Scallop, 4.213922199555899, 4.99
118, Shrimp, 1.6245351448535326, 4.99
119, Crab, 3.832058797164705, 4.99
120, Fish, 1.888578690031187, 4.99
121, Scallop, 3.334654013529515, 4.99
122, Crab, 4.0301266842211785, 4.99
123, Shrimp, 0.685706943974208, 4.99
124, Shrimp, 0.8597810659930301, 4.99
125, Fish, 0.9272659836791599, 4.99
126, Crab, 1.601529684219685, 4.99
127, Crab, 1.3735606135160556, 4.99
128, Shrimp, 2.2830383026854335, 4.99
129, Shrimp, 0.3695360097235193, 4.99
130, Crab, 2.795484930699794, 4.99
131, Shrimp, 2.2208150435446896, 4.99
132, Crab, 2.0653242261246545, 4.99
133, Fish, 0.7451042377818543, 4.99
134, Shrimp, 2.0536552661755954, 4.99
135, Crab, 2.7334712617561556, 4.99
136, Scallop, 0.2897774383038091, 4.99
137, Shrimp, 1.502420569064487, 4.99
138, Fish, 1.026488972486289, 4.99
139, Crab, 4.562571967922477, 4.99
140, Scallop, 4.515591729411718, 4.99
141, Crab, 2.5157337182834176, 4.99
142, Crab, 4.436261166499616, 4.99
143, Shrimp, 1.5812310630921054, 4.99
144, Scallop, 1.455077402084065, 4.99
145, Fish, 4.878939948792204, 4.99
146, Fish, 1.3093706289885836, 4.99
147, Fish, 3.7716938807770473, 4.99
148, Crab, 0.43411996631141053, 4.99
149, Fish, 1.7606577782537405, 4.99
150, Crab, 4.0169775067554765, 4.99
151, Crab, 3.4505470531928433, 4.99
152, Crab, 0.6937946544828226, 4.99
153, Scallop, 1.3670546147649458, 4.99
154, Shrimp, 4.1200590274428945, 4.99
155, Scallop, 4.862974519964578, 4.99
156, Scallop, 3.9978466787376825, 4.99
157, Crab, 4.930031841605783, 4.99
158, Scallop, 3.8253011518561397, 4.99
159, Shrimp, 1.295581117267557, 4.99
160, Crab, 1.2454411415795545, 4.99
161, Scallop, 4.354817906309207, 4.99
162, Scallop, 1.3956098144418352, 4.99
163, Crab, 0.8646055360217236, 4.99
164, Fish, 0.2853944239599435, 4.99
165, Fish, 2.0729413393393146, 4.99
166, Fish, 0.8428553961585826, 4.99
167, Shrimp, 3.841580834239978, 4.99
168, Fish, 4.340917463271916, 4.99
169, Crab, 0.8592122878684648, 4.99
170, Crab, 3.8434740179025004, 4.99
171, Scallop, 3.514820235903034, 4.99
172, Scallop, 3.7836538978276164, 4.99
173, Scallop, 3.4926541830309916, 4.99
174, Scallop, 3.773263315435684, 4.99
175, Fish, 1.1770664898881127, 4.99
176, Crab, 1.7479448819455439, 4.99
177, Scallop, 1.269381253016046, 4.99
178, Crab, 2.497894850858666, 4.99
179, Fish, 1.780722714994562, 4.99
180, Shrimp, 3.168289316127312, 4.99
181, Crab, 1.2959293534369478, 4.99
182, Shrimp, 4.607908143448815, 4.99
183, Crab, 2.5921413146238215, 4.99
184, Scallop, 0.15190877125774166, 4.99
185, Scallop, 3.355419977910992, 4.99
186, Crab, 2.082081932787164, 4.99
187, Crab, 0.7492730711380581, 4.99
188, Crab, 0.5382305403773656, 4.99
189, Crab, 2.739709271056275, 4.99
190, Scallop, 4.542751637453377, 4.99
191, Crab, 1.2577535407141778, 4.99
192, Scallop, 0.6665476986055568, 4.99
193, Scallop, 2.3420449272256594, 4.99
194, Crab, 0.38074280617615286, 4.99
195, Scallop, 1.4133210675083878, 4.99
196, Fish, 1.1627226326502118, 4.99
197, Crab, 1.1280835777629836, 4.99
198, Crab, 4.971837624406651, 4.99
199, Scallop, 1.773815940589787, 4.99
200, Scallop, 2.945710004876866, 4.99
201, Shrimp, 0.22492857571697925, 4.99
202, Fish, 2.110041281901769, 4.99
203, Fish, 4.286310562223287, 4.99
204, Shrimp, 1.4320727356592178, 4.99
205, Shrimp, 4.507286909502229, 4.99
206, Crab, 4.905132732723268, 4.99
207, Crab, 2.0699772358909256, 4.99
208, Crab, 2.383250740006921, 4.99
209, Crab, 2.6762642382168624, 4.99
210, Crab, 4.3811047001826084, 4.99
211, Shrimp, 3.3378226128519595, 4.99
212, Scallop, 4.599863402011157, 4.99
213, Shrimp, 4.606677231020182, 4.99
214, Scallop, 3.221938113478627, 4.99
215, Fish, 3.711541271422346, 4.99
216, Shrimp, 4.933051671274645, 4.99
217, Crab, 1.325217179383526, 4.99
218, Fish, 2.528817049574154, 4.99
219, Crab, 0.4084843858938778, 4.99
220, Crab, 0.795096688751899, 4.99
221, Scallop, 1.4491396883451508, 4.99
222, Crab, 2.2462529935986115, 4.99
223, Scallop, 0.8145414523773145, 4.99
224, Scallop, 2.745124725988174, 4.99
225, Fish, 2.748324601999578, 4.99
226, Shrimp, 0.6998133087132375, 4.99
227, Fish, 4.6569382780619115, 4.99
228, Crab, 4.017488169793663, 4.99
229, Crab, 4.60517237483803, 4.99
230, Scallop, 3.3071800588098945, 4.99
231, Shrimp, 1.4383082724390728, 4.99
232, Shrimp, 4.356791871859049, 4.99
233, Crab, 3.7246223198833706, 4.99
234, Scallop, 0.702331174617149, 4.99
235, Scallop, 1.2835494644990741, 4.99
236, Fish, 0.6979475481359237, 4.99
237, Crab, 3.801031704740891, 4.99
238, Shrimp, 0.17573467952668537, 4.99
239, Crab, 2.431001125389769, 4.99
240, Shrimp, 1.7900394764389749, 4.99
241, Fish, 4.040304890502655, 4.99
242, Scallop, 0.18587609687053883, 4.99
243, Scallop, 3.7153252239102175, 4.99
244, Crab, 4.959165894964045, 4.99
245, Shrimp, 4.982752638957569, 4.99
246, Crab, 2.5692515967181464, 4.99
247, Scallop, 3.1835316982035566, 4.99
248, Scallop, 1.9473026195145045, 4.99
249, Crab, 4.748069679782299, 4.99
250, Fish, 2.550525774298944, 4.99
251, Scallop, 4.7041263724964475, 4.99
252, Scallop, 2.6181703757690724, 4.99
253, Scallop, 3.7046055986907374, 4.99
254, Crab, 4.595983320448746, 4.99
255, Scallop, 1.8100660539326234, 4.99
256, Fish, 3.068162653667578, 4.99
257, Scallop, 0.21694654477166325, 4.99
258, Shrimp, 0.9341225492456096, 4.99
259, Fish, 2.205670636751985, 4.99
260, Shrimp, 1.0237147161076998, 4.99
261, Scallop, 4.272612515441055, 4.99
262, Shrimp, 1.175439364209395, 4.99
263, Scallop, 2.848872014723182, 4.99
264, Shrimp, 1.8187253905226666, 4.99
265, Shrimp, 2.0193853715125085, 4.99
266, Crab, 1.8805967537430803, 4.99
267, Fish, 3.0600612223998307, 4.99
268, Crab, 3.3864403245474013, 4.99
269, Fish, 2.211119472529825, 4.99
270, Crab, 0.41453896857851336, 4.99
271, Crab, 4.415663744302378, 4.99
272, Fish, 4.373801240807646, 4.99
273, Fish, 1.9536503601156014, 4.99
274, Scallop, 1.6542136222130313, 4.99
275, Shrimp, 4.375617846948112, 4.99
276, Fish, 1.3188776274630447, 4.99
277, Crab, 2.7831049862735338, 4.99
278, Shrimp, 0.605734127635347, 4.99
279, Crab, 4.282799889479636, 4.99
280, Crab, 4.779414981408864, 4.99
281, Scallop, 4.26116170388567, 4.99
282, Fish, 3.462654717200595, 4.99
283, Fish, 4.95664588873989, 4.99
284, Shrimp, 4.905544536525092, 4.99
285, Shrimp, 0.7829058768621343, 4.99
286, Crab, 2.13090481832009, 4.99
287, Fish, 4.131702407881778, 4.99
288, Crab, 0.9196536460690038, 4.99
289, Fish, 0.04033142076201514, 4.99
290, Crab, 3.4165193517549324, 4.99
291, Scallop, 2.3224476788947057, 4.99
292, Fish, 0.18066122327052908, 4.99
293, Fish, 0.42334904424223024, 4.99
294, Fish, 2.7140400720698583, 4.99
295, Shrimp, 3.822691809593337, 4.99
296, Fish, 3.237392544085157, 4.99
297, Scallop, 3.0106558788879125, 4.99
298, Fish, 0.6340732392114214, 4.99
299, Fish, 4.199364421457236, 4.99
300, Crab, 3.4723136475448855, 4.99
